uuid,Name,Product Code,Density,Density Range,Measured Ref. Index - AVG,RI Range,Product Line,Aroma Color,Notes Color (Secondary),Intensity 1-10,Cannabis Forward,Fruity Forward,Dessert Forward,Odor Type,Odor Description,Tags,Family Type,Main Terpenes,Density g/cc,Density_avg,Refractive_Index_avg
5fc7260e-0e81-4629-8a5d-93d43cba8944,Island Melon,22-80-9999,"0.8542, 0.8488",0.817 - 0.886,"1.4689, 1.4701",1.44 - 1.499,Beta Product,,,,,,,Sharp Melon,,,,,,0.8515,1.4695
f7a28120-090b-440f-a86c-a879ec385fb7,Banana OG,22-82-9999,"0.8520, 0.853, 0.8614, 0.8606, 0.8622, 0.853, 0.8508, 0.8552, 0.8414",0.820 - 0.889,"1.4742, 1.475, 1.4755, 1.4767, 1.4759, 1.475, 1.4762, 1.4762, 1.4759",1.446 - 1.505,Beta Product,#e6e01f,#120a0a,,4,4,,Banana Skunk,"this one leans into that classic cannabis banana strains vibe, fresh banana up front, with a soft, almost creamy undertone at the base. Underneath, it carries deep, earthy-sulfuric notes reminiscent of kush and skunk, giving it a raw, grounded backbone. There’s also a subtle tropical cannabis nuance threading through it — not obvious, but once you catch it, it sticks.""","Kush, tropical, Banana, Skunk","Kush, Skunk",,,0.8544,1.475622222
e6a86560-146f-4cb2-a23d-7072c29bc346,Red Lady Papaya,22-84-9999,"0.8758, 0.8712, 0.8682, 0.8556, 0.859",0.831 - 0.901,"1.4742, 1.4734, 1.4740, 1.4748, 1.4741",1.445 - 1.504,Beta Product,#f5a41f,#a51b1b,7.5,,5,,Papaya,"Opens soft and tropical ripe papaya flesh with that creamy, musky sweetness that leans almost fermented. There’s a red fruit glow behind it  something between guava and berry  giving it a rounder, juicier lift. The finish stays dense and tropical, with a faint funk that clings to the back of the tongue. Sweet, pulpy, and low-key wild.","BerryNotes, Guava, sweet, Fruity, Papaya",Fruity,"Limonene, Humulene, Beta Caryophyllene",,0.86596,1.4741
be1746d7-2bb2-4464-9a01-bfe66ddded4f,Jawa Juice,22-100-9999,"0.8378, 0.8582, 0.8694",0.821 - 0.889,"1.4804, 1.4791, 1.4815",1.451 - 1.51,Beta Product,,,,,0,0,Herbal Fruity,,,,,,0.855133333,1.480333333
6ed75bc0-7b74-490a-ae1f-3cb9cb8976bc,Gum Cake,22-109-9999,"0.8848, 0.8726, 0.8700",0.841 - 0.911,"1.4751, 1.4760, 1.4783",1.447 - 1.506,Beta Product,#e5a4a4,#ddb65d,7,,5,3,Fruity Cake,"Opens bright and chewy, loud bubblegum sweetness with a soft, cakey body underneath. The fruit comes in fast: banana candy right up front, followed by flashes of pineapple and strawberry, all wrapped in that sticky, round sugar tone that feels more like texture than flavor. The creaminess isn’t heavy, more like frosting that melted into the dough, subtle but warm. As it fades, a faint minty coolness creeps in, clearing the top of the palate without washing anything out. It’s dense, playful, and weirdly smooth,  like frosting, fruit, and gum packed into one bite.","strawberry, Vanilla, Banana, Pineapple, Mint, Cake","Candy, creamy","Limonene, Alpha Bisabolol, Myrcene",,0.8758,1.476466667
ac30388f-f3c3-451f-ae52-9d5054a76ce3,Trop Punch1,22-111-9999,"0.8316, 0.8424, 0.8528, 0.8426",0.809 - 0.876,"1.4556, 1.4758, 1.4765, 1.4768",1.442 - 1.501,Beta Product,,,,,0,0,Tropical Sweet Citrus,,,,,,0.84235,1.471175
c554147c-fc56-49fd-87af-211f49092e14,Coco Chocolata,22-112-9999,"0.868, 0.8914, 0.8820, 0.8742",0.844 - 0.914,"1.4810, 1.4791, 1.4820, 1.4824",1.452 - 1.511,Beta Product,,,,,0,0,Coconut & Chocolate,,,,,,0.8789,1.481125
d053b2bc-4be5-4fe5-83d9-644a9eb70cf1,Blueberry Peach,22-114-9999,"0.8412, 0.8444, 0.8632, 0.8706, 0.8582",0.821 - 0.890,"1.4775, 1.4774, 1.4781, 1.4792, 1.4787",1.449 - 1.508,Beta Product,,,,,0,0,Blueberry & Peach,,,,,,0.85552,1.47818
7e75634d-998c-47de-81b4-94d1ba01c836,Purple Urkle,22-115-9999,"0.8256, 0.8428, 0.8370, 0.8338",0.801 - 0.868,"1.4749, 1.4734, 1.4745, 1.4747",1.445 - 1.504,Beta Product,,,4.5,4,1,0,Purple Kush,,,"Floral, Kush","Limonene, Beta Caryophyllene, linalool",,0.8348,1.474375
6fb580a0-c766-460d-b033-65121aa04f33,Passionfruit,22-118-9999,"0.8692, 0.8414, 0.861, 0.8520, 0.8622, 0.8658, 0.8622, 0.8552, 0.8510, 0.8548",0.823 - 0.892,"1.4622, 1.4636, 1.4642, 1.4633, 1.4623, 1.4650, 1.4623, 1.4645, 1.4649, 1.4650",1.434 - 1.493,Beta Product,#f3bf34,#e5da5f,7,,4,0,Passionfruit,"Opens sharp and exotic  bright tropical acidity with that funky passion fruit bite. Sweetness comes through quick but stays wild, almost fermented. There’s a slight floral edge and a pulpy tang that coats the mouth. Juicy, sour, and just a little off in the best way.",,,"Myrcene, linalool, Beta Caryophyllene",,0.85748,1.46373
e2fab902-ce46-488a-a713-c962caef697b,Pina Colada,22-119-9999,"0.872, 0.8528, 0.8796, 0.8796, 0.8724",0.836 - 0.906,"1.4731, 1.4764, 1.4751, 1.4751, 1.4759",1.446 - 1.505,Beta Product,#efd672,#ffffff,7.5,,4,1,Coconut & Pineapple,"Opens smooth and tropical  sweet pineapple up front, juicy but soft, layered over a thick coconut cream that coats the tongue. There’s a slight vanilla warmth underneath, almost rum-like. It’s sweet, lush, and chilled — like a frozen drink melting slow.","Pineapple, Cocktail, juicy, Coconut, PinaColada",Tropical,"Myrcene, Limonene, Beta Caryophyllene",,0.87128,1.47512
958299ad-47b5-4ca3-840a-416ab46457ce,Creamy Root Beer,22-124-9999,"0.8928, 0.8766, 0.8470, 0.8800",0.839 - 0.909,"1.4758, 1.4777, 1.4775, 1.4771",1.447 - 1.507,Beta Product,#ac7f33,#e8d9d9,,,1,2,Herbal Cream,"Thick and creamy from the start — a deep root beer profile that leans more vanilla-float than spice-heavy. There’s that classic wintergreen and anise backbone, but it’s softened by a sweet, milky richness that coats the tongue like melted ice cream in soda. It doesn’t bite — it lingers, smooth and almost dessert-like, with a low hum of barrel-aged wood and a whisper of cola syrup in the background.","creamy, Herbal, Rootbeer","Herbal, creamy","Alpha Pinene, linalool, Beta-pinene",,0.8741,1.477025
101909bb-8a65-4abe-ba37-6773138581bd,Pineapple Ginger ale,22-126-9999,0.8652,0.831 - 0.900,1.4689,1.44 - 1.498,Beta Product,,,,,,,Pineapple & Ginger,,,,,,0.8652,1.4689
c7e002a9-4059-4dd5-9aad-622de2eb7a63,Menthol Frost,22-127-9999,"0.8826, 0.8692, 0.8340, 0.8768, 0.8810, 0.8632, 0.8778",0.834 - 0.904,"1.4696, 1.4701, 1.4698, 1.4698, 1.4696, 1.4698, 1.4698",1.44 - 1.499,Beta Product,,,8.5,,,,Menthol Ice,"Hits cold and clean sharp menthol rush that opens the palate fast, almost numbing. There's no sweetness, just a crisp, sterile chill like breathing in freezer air. Underneath, a faint herbal note keeps it from going flat  dry, minty, and pure. Icy from start to finish.","eucalyptus, Mint, Ice, Cold",Herbal,"linalool, Beta-pinene, menthol",,0.869228571,1.469785714
ffc4f773-fc46-43ac-bbd0-1b890728378a,Blueberry Candy,22-128-9999,"0.8662, 0.8724, 0.8758, 0.8612",0.834 - 0.904,"1.4672, 1.4689, 1.4691, 1.4692",1.439 - 1.498,Beta Product,,,,,,,Blueberry Candy,,,,,,0.8689,1.4686
c361587e-3867-41c6-8a44-50cce9b30ccf,Blueberry Muffin_,22-130-9999,"0.9028, 0.8966, 0.8932",0.862 - 0.933,"1.4838, 1.4833, 14822",4842.823 - 5040.489,Beta Product,,,,,,,Blueberry Pastery,,,,,,0.897533333,4941.6557
76f780b1-f7b6-4866-98a2-b0073568a868,Strawberry Banana_,22-131-9999,"0.8854, 0.8670, 0.8796, 0.8608",0.838 - 0.908,"1.4627, 1.4600, 1.4623, 1.4619",1.432 - 1.491,Beta Product,,,,,,,Strawberry Banana Candy,,,,,,0.8732,1.461725
6e3cd85d-7c20-4c7b-a16b-1838e4d18b26,Pineapple Pop_,22-132-9999,"0.9018, 0.8702, 0.8738, 0.8258",0.833 - 0.903,"1.4631, 1.4618, 1.4614, 1.4617",1.433 - 1.491,Beta Product,,,,,,,Pinapple Candy,,,,,,0.8679,1.462
a1b9817c-7c3c-433e-ac10-a9bf9dcd6986,Vanilla Ice Cream_,22-133-9999,"0.9078, 0.9140, 0.9096, 0.8978",0.871 - 0.944,"1.4884, 1.4885, 1.4873, 1.4878",1.458 - 1.518,Beta Product,#e0da88,#b36733,7,,,5,Vanilla sweet liqueur,"A sweet, creamy profile with cakey vanilla notes, hints of chocolate-coffee liqueur, light spice accents.","creamy, Vanilla, sweet, liquer, Dessert","Dessert, creamy",,,0.9073,1.488
04b4ffea-f3a1-4fa4-afdf-55d3f2c280b1,Sweet Cotton Candy,22-134-9999,"0.8938, 0.8890, 0.8822, 0.8842",0.852 - 0.923,"1.4793, 1.4789, 1.4785, 1.4793",1.449 - 1.509,Beta Product,#d37272,#e8caca,9,,3,4,Cotton Candy,"A full-spectrum sugar rush built to overload the senses. At the core: a loud, spun-sugar hit that nails the unmistakable cotton candy vibe - light, sweet, and sticky in all the right ways. But this isn’t just carnival fluff. Artificial strawberry lays down a bold, candy-red backbone, bright and punchy like a syrup concentrate. As it opens, soft cake-like undertones start to come through  vanilla-doughy warmth that adds comfort and contrast to the top-layer sweetness. It gives the blend a slightly baked quality without ever feeling heavy. The result is a profile that hovers between candy and confection: airy, sweet-forward, and totally indulgent. On the nose, expect a sharp sugar sparkle with hints of fake strawberry gum, followed by that soft-baked finish that lands somewhere between cake batter and pink frosting. It’s loud, clean, and designed to light up sweet-leaning formats.","strawberry, Vanilla, sweet, Candy, Gummy, CottenCandy",Candy,,,0.8873,1.479
509287ff-03b0-4d46-8dda-2a23c9d23b39,Acapulco Gold 1.5,22-135-9999,"0.8328, 0.8322, 0.8456, 0.8322",0.802 - 0.869,"1.4814, 1.4802, 1.4779, 1.4800",1.45 - 1.509,Beta Product,,,,,,,Herbal Skunk,,,,,,0.8357,1.479875
9de91f78-0998-4366-a215-4d2ca9811f54,Pink Mint Berries,22-13-9999,".874, 0.8605, 0.8545, 0.8458, 0.8378, 0.8530, 0.863",0.821 - 0.890,"1.4798, 1.4793, 1.4789, 1.4800, 1.4786, 1.4797, 1.4820",1.45 - 1.509,Beta Product,,,,,,,Mint & Berries,,,,"Myrcene, Limonene, Beta Caryophyllene",,0.855514286,1.479757143
f732a77d-83bc-4eb0-a71d-8a516ba1a57f,Purple Apple Juice,22-15-9999,"0.898, .8997, 0.8777, 0.8476, 0.8808",0.846 - 0.916,"1.4905, 1.4896, 1.4905, 1.4900, 1.4919",1.461 - 1.52,Beta Product,,,0,,,,Grape & Apples,,,,"Beta Caryophyllene, Alpha Bisabolol, Humulene",,0.88076,1.4905
d9b9c44c-ba43-4f37-8dfa-c61c89d830bb,Candy Gas,22-136-9999,"0.8496, 0.8294, 0.8458, 0.8422, 0.8432",0.808 - 0.876,"1.4863, 1.4863, 1.4863, 1.4865, 1.4858",1.457 - 1.516,Beta Product,#490606,#cd7777,,5,1,3,Sweet Gas,"Strawberry candy goes head-to-head with raw kush gas in a high-voltage mash-up that pulls no punches.
 Up top: spun sugar, strawberry syrup, cotton candy, full-blown artificial nostalgia that smacks sweet and sticks around. Then comes the turn - a dry, Kushy-heavy gas note - A unique and powerful Kush expression  piercing yet enveloping, built around a deep gaseous core that unfolds into rich sulfuric layers, drops in and cuts the sweetness dead-on. The result is balanced chaos: Sweet, candy like and soft on the inhale, loud and dank on the exhale.
This one’s made for spotlight products - carts or pre-rolls that don’t apologize for being loud, sweet, and aggressively gassy.","strawberry, Kush, Gas, sweet, CottenCandy","Candy, Gas","Myrcene, Beta Caryophyllene, Alpha Terpineol",,0.84204,1.48624
a5f2cacd-54f6-42f2-8199-c76dbf53087a,Ultra Slushie,22-144-9999,"0.8754, 0.8668, 0.8600",0.833 - 0.902,"1.4591, 1.4597, 1.4602",1.43 - 1.489,Beta Product,#e0d15f,#572e85,10,,5,1,Fruity Juice,"Pineapple is the heart of this build - bright, juicy, and unapologetically tropical. It leads the mix with high-voltage tang and glowing acidity that hits right up front. The pineapple is followed by a sparkling grape soda base that adds nostalgic sweetness and body, like liquid candy fizzing in the background.
 Then come the supporting players: tart raspberry adds contrast, green apple keeps the edges sharp, and kiwi lands in the aftertaste with a mellow, slightly grassy smoothness. Wrapping it all together is a rich coconut creaminess, topped off with a spun sugar finish that leans into strawberry cotton candy.","tropical, sweet, Pineapple, Grape, Grapes","Fruity, Candy","Myrcene, Limonene, citral",,0.8674,1.459666667
8333f6cb-ad3c-4f5e-a218-66011fe140ad,Berriez GlowPop,22-143-9999,"0.9312, 0.9312, 0.9200, 0.9166",0.888 - 0.962,"1.4688, 1.4688, 1.4694, 1.4689",1.44 - 1.498,Beta Product,#5e2879,#c15e5e,10,,5,1,Floral Berries,"A layered berry bomb with both power and finesse. The top opens with a trio of strawberries - ripe, wild, and syrupy, supported by juicy raspberries and deep blueberries. Then comes the kicker: cloudberry adds a high-end floral lift that subtly hints at lychee, creating a weightless, almost sparkling dimension.
 Underneath the fruit, there’s a thread of marzipan-like almond that softens into a gentle cherry roundness. This nutty warmth gives it body and depth, holding its own against the bright, jammy glaze that finishes the blend. That glaze, sweet, sticky, and cooked-fruit rich, gives this profile its candy-coated signature.
 Perfect for brands that want berries that hit hard but still move like an orchestra - sophisticated, in layers of harmony , and unforgettable.","BerryNotes, raspberry, Cherry, Blueberry, Almonds, blackberry","Candy, Fruity","linalool, menthol, Nerolidol",,0.92475,1.468975
acb2f0dc-bd8e-4422-8d84-085ee87e18c0,Strawberry Banana Smoothie V2,22-99-9999,0.8636,0.829 - 0.898,1.4764,1.447 - 1.506,Beta Product,,,,,,0,,,,,,,0.8636,1.4764
5b3b3c68-f12f-4f6e-bfd6-c406ed87fe49,Tropical Creambeam_,22-145-9999,,0.000 - 0.000,,0 - 0,Beta Product,,,,,,,,,,,,,,
f49de827-97cd-4c2d-8ff0-a66d58cc37dd,Afghan Kush,22-146-9999,,0.000 - 0.000,,0 - 0,Beta Product,,,,,,,,,,,,,,
272fd4cb-f4f2-44ab-b31e-e10ea92bd763,Blueberry Cookies Amp.,22-147-9999,0.8526,0.818 - 0.887,1.4631,1.434 - 1.492,Beta Product,,,,,,,,,,,,,0.8526,1.4631
78765271-b0c7-45ca-bc58-820aa2c694fc,Fruit Punch,22/03/9999,"0.854, 0.8569, 0.8465, 0.8712, 0.8348, 0.837, 0.8606, 0.8386, 0.8550, 0.8376",0.815 - 0.883,"1.4733, 1.4741, 1.4754, 1.4738, 1.4757, 1.4756, 1.4760, 1.4772, 1.4769, 1.4763",1.446 - 1.505,Beta Product,#f59333,#f7cece,8,0,5,0,Fruity-Sugary mix,"Taste like fruity cerals mix, very sugary with a blend of citrus candy, candied watermelon and light notes of tangy-raspberry-grape smoothie.","Trix, FruityPebbles, SweetOrange, OrangeCandy, Fruitmix, Fruitloops","Candy, candy","Myrcene, Alpha Pinene, Limonene",,0.84922,1.47543
5b44da37-f10c-4ac4-bdaa-a4c589fa9b5d,Biscotti,22-48-9999,"0.8668, 0.8478, 0.8596, 0.8572, 0.8596, 0.8478, 0.8596, 0.8624, 0.8596, 0.8506",0.823 - 0.891,"1.4839, 1.4859, 1.4837, 1.4825, 1.4837, 1.4859, 1.4837, 1.4848, 1.4837, 1.4845",1.455 - 1.514,Beta Product,#d8c8a4,#ad9e6d,6.5,4,,3,Almond Dough,"Biscotti
Rich, buttery, and decadent, Biscotti delivers a flavor profile that blends sweet vanilla, roasted almonds, and a creamy doughiness. The aroma carries a deep nutty warmth, layered with earthy kush and a faint diesel whisper.","SourDough, Almonds, pastries, StrainSpecific","Nutty, Dough","Limonene, Beta Caryophyllene, Bisabolene",,0.8571,1.48423
9b06a617-8cd3-438a-af8d-4f52bd9f40c2,Iced Grapple,22-102-9999,"0.8782, 0.8908, 0.8790, 0.8784, 0.8784, 0.8908, 0.8784, 0.8606",0.844 - 0.914,"1.4890, 1.4891, 1.4887, 1.488, 1.488, 1.4891, 1.488, 1.4897",1.459 - 1.518,Beta Product,#a12ec9,#83ac67,7,,5,3,Iced Apples & Grapes,"Sweet, fruity apple and grape notes with icy, refreshing undertones and a hint of earthy spice, delivering a balanced, uplifting, and calming experience.","Apple, Mint, Ice, Grapes","Candy, Fruity, candy","Beta Caryophyllene, linalool, Humulene",,0.879325,1.4887
e515a36d-e569-4d28-96b6-71c4208c14c9,Orange Soda,22-88-9999,"0.8336, 0.8370",0.802 - 0.869,"01.4729, 1.4744",1.444 - 1.503,Custom Formulation,,,,,,,,,,,,,0.8353,1.47365
9ffcedac-118f-482b-8512-83fdc5f66797,Sour Patch Grape Gas,22-123-9999,"0.8622, 0.8494, 0.8286",0.813 - 0.881,"1.4818, 1.4822, 1.4834",1.453 - 1.512,Beta Product,,,,,,,Sour Grape,,,,,,0.846733333,1.482466667
3fa04941-423d-4a26-bd2a-529ac115fc7c,Juicequake,22-63-9999,"0.8162, 0.8174, 0.8248",0.787 - 0.852,"1.4694, 1.4683, 1.4682",1.439 - 1.498,Beta Product,,,,,,,,,,,,,0.819466667,1.468633333
aab96ea7-e418-4a30-a7f5-18597b027e86,,,,,,,,,,0,2.2/5,1.8/5,0/5,,,,,,,,
